subject,condition,trial,targetx,targety,targetang,rotationval,cursorendpointy,cursorendpointx,conditionnumber,pathlength,movementduration,cursorobstaclexy,maxdev_cm,maxdev_angle,maxdev_x,max_y_peakvel,AUC,RMSExy,angmaxvel,block3,block5,block10,rotgroup
ac0515,control,6,6,10.41818182,60,1,12.1504006,0.162595871,1,13.01847281,1399,-1.638020986,-1.816799838,44.29952458,6.463265402,-1.736223332,14.27818312,1.034358078,-19.57088671,2,1,0,2
ac0515,control,7,0,12,90,1,11.94403251,0.050160999,1,15.56077161,1837.134362,-3.917130655,-4.644415777,52.30996044,6.011331324,-2.580071746,35.12110418,2.541211732,-49.18052707,2,1,0,2
ac0515,control,8,-6,10.41818182,120,1,11.58528022,0.330098531,1,20.01121647,1712.969791,-6.629695868,-6.731407237,56.75646344,3.393860896,-4.509634379,52.88956484,3.87738469,-89.92876659,2,1,0,2
ac0515,control,9,-3.109090909,11.61818182,105,1,11.93510789,0.075825851,1,19.90991988,2341.579969,-6.559079106,-6.560881714,46.13192013,3.962763794,-5.184783299,54.20303298,3.719459582,-78.55948331,3,1,0,2
ac0515,control,10,6,10.41818182,60,1,12.01792716,0.250940562,1,12.38081353,1150.041046,-1.268317268,-1.286491378,44.68795256,4.698738457,-1.284167238,8.404260211,0.68872698,-15.97315867,3,2,1,2
ac0515,control,11,-6,10.41818182,120,1,12.05005616,-0.05330187,1,20.74523343,2184.339323,-6.857891111,-7.067922301,52.76714809,2.96631344,-5.181730942,58.41941999,3.866052789,-89.48427453,3,2,1,2
ac0515,control,12,3.109090909,11.61818182,75,1,11.89596636,0.008933033,1,13.60505869,1423,-2.637113267,-2.641797258,43.62763445,4.332656312,-2.608550039,19.87662012,1.485636371,-27.68674854,4,2,1,2
ac0515,control,13,-3.109090909,11.61818182,105,1,11.72436382,0.006662464,1,18.00602978,1601.843902,-5.767141063,-5.805646936,47.85908115,3.749962684,-3.419423575,41.37238939,3.127767233,-79.28817136,4,2,1,2
ac0515,control,14,0,12,90,1,12.23921766,0.030012604,1,15.65556686,1239,-3.945022943,-3.967675712,43.44508703,3.757963128,-3.720692955,31.01133528,2.11668869,-35.2815046,4,2,1,2
ac0515,control,15,6,10.41818182,60,1,11.76411444,0.129326539,1,12.27836814,993.4354081,-1.405732462,-1.430271048,43.43548842,4.808625626,-1.412465794,10.1504392,0.812220437,-15.15491355,5,3,1,2
ac0515,control,16,-6,10.41818182,120,1,12.00212937,-0.209024543,1,15.96375476,1142.443268,-4.425246538,-4.426122825,73.97891235,4.271110057,-3.997953572,35.31256593,2.575517668,-58.61301621,5,3,1,2
ac0515,control,17,3.109090909,11.61818182,75,1,12.01509588,0.066263108,1,12.60669268,1355.507203,-0.824697127,-1.002160828,52.69598303,2.443032704,-0.693174244,6.052145046,0.503407206,-7.674844881,5,3,1,2
ac0515,control,18,0,12,90,1,11.88273078,0.005466698,1,12.69932275,1649.875357,-1.953871494,-2.038933266,68.61464917,5.20666266,-2.038933266,15.24371716,1.180091421,-21.38535083,6,3,1,2
ac0515,control,19,-3.109090909,11.61818182,105,1,11.99513747,0.066734094,1,15.7920902,2074.599097,-3.939807527,-3.987163082,64.47620843,4.664444746,-3.907053661,31.9441831,2.11777587,-45.17383197,6,3,1,2
ac0515,control,20,-3.109090909,11.61818182,105,1,11.91187728,0.08640828,1,16.28115389,1740,-4.009182896,-4.291605798,48.45308906,2.835501545,-2.893205771,28.86015214,2.048533769,-25.5688243,6,4,2,2
ac0515,control,21,0,12,90,1,12.02563462,0.017625695,1,15.46011127,1704,-3.942908907,-3.96069065,47.14602466,4.269082651,-2.417717886,31.01713515,2.043337876,-15.80022357,7,4,2,2
ac0515,control,22,-6,10.41818182,120,1,12.13265376,-0.028855415,1,18.32825669,1444,-5.563544275,-5.568768677,64.45407729,3.820740608,-4.553981797,47.89121326,2.986546049,-32.63732287,7,4,2,2
ac0515,control,23,6,10.41818182,60,1,11.92478154,0.00518589,1,12.22256469,1005,-1.06678658,-1.06678658,45.12324175,4.015833688,-1.024533955,8.181415851,0.618864557,-11.51165911,7,4,2,2
ac0515,control,24,3.109090909,11.61818182,75,1,11.77665263,0.168153224,1,12.44312645,1060,-1.698321468,-1.71552692,50.04272243,3.686132824,-1.450344469,9.880786436,0.858964451,-30.43237204,8,4,2,2
ac0515,control,25,3.109090909,11.61818182,75,-1,11.78464998,0.226764895,1,14.29391169,1068.300321,2.82823291,2.852557994,-64.14023776,3.297759931,2.852557994,26.3380254,1.863905696,40.85976224,8,5,2,2
ac0515,control,26,0,12,90,-1,11.96406466,-0.086836306,1,16.40066372,1613.853705,3.811908144,3.856489573,-40.51615856,3.295634678,3.811908144,33.49808034,2.061950193,42.00916649,8,5,2,2
ac0515,control,27,-6,10.41818182,120,-1,12.14425412,0.104956929,1,13.13727163,1558.576459,1.504176448,1.539809344,-43.09694727,5.067138677,1.477737653,13.18215119,0.890265843,13.42067599,9,5,2,2
ac0515,control,28,6,10.41818182,60,-1,11.86808455,0.017869882,1,17.31474634,1821.091639,4.334588355,4.423203876,-65.20287034,3.120558966,3.916109364,40.53248161,2.405674545,33.85352998,9,5,2,2
ac0515,control,29,-3.109090909,11.61818182,105,-1,12.15562629,-0.161946185,1,12.94323151,965,1.067244244,1.067244244,-60.1996773,4.039265224,1.045532798,9.009890552,0.606474309,10.95509305,9,5,2,2
ac0515,control,30,0,12,90,-1,12.07402926,0.38657671,1,13.47975317,862,2.301762744,2.360515534,-64.57007216,4.964539964,2.327760292,20.6562039,1.40130378,22.68641374,10,6,3,2
ac0515,control,31,-3.109090909,11.61818182,105,-1,11.93820171,-0.00155042,1,12.38093293,984,1.169279454,1.172903965,-58.0863415,3.8571755,0.945266606,9.911065221,0.713604603,7.895324227,10,6,3,2
ac0515,control,32,6,10.41818182,60,-1,11.9622628,-0.123898176,1,17.73648716,1551.915109,5.804037456,5.856494531,-70.65142619,5.028748049,5.856189837,51.13990602,3.269261919,51.02020739,10,6,3,2
ac0515,control,33,-6,10.41818182,120,-1,11.87486958,-0.032040265,1,11.93706483,1340,0.586768753,0.605161645,-54.45648223,6.235201041,0.600465524,4.937184128,0.382897475,11.31924591,11,6,3,2
ac0515,control,34,3.109090909,11.61818182,75,-1,12.05289196,0.099150309,1,16.12388208,1304,4.058174375,4.15236864,-66.58031045,5.235288531,4.058174375,35.71985072,2.236140447,43.74480521,11,6,3,2
ac0515,control,35,6,10.41818182,60,-1,12.01367194,0.125873189,1,17.35801096,1260.700824,5.341675366,5.371366193,-62.81307989,3.463345038,5.363966515,44.50826681,3.05659599,55.11645315,11,7,3,2
ac0515,control,36,0,12,90,-1,12.03216564,-0.24635894,1,15.87483316,970.0581682,4.002365408,4.10322126,-51.68125909,5.192086743,4.094480588,35.69368918,2.400639457,36.7881222,12,7,3,2
ac0515,control,37,-3.109090909,11.61818182,105,-1,11.94341324,0.077793155,1,12.48124681,880,1.676305553,1.676305553,-53.57299597,4.271500486,1.676305553,12.6000474,0.912506729,21.42700403,12,7,3,2
ac0515,control,38,-6,10.41818182,120,-1,11.91122651,0.019513196,1,12.17321944,780,1.214040606,1.223673357,-40.18006177,3.395175994,1.147920545,9.361089676,0.698857491,11.62736797,12,7,3,2
ac0515,control,39,3.109090909,11.61818182,75,-1,11.68177162,0.190401008,1,14.12751414,984,3.58219188,3.593727579,-65.24547294,4.320293369,3.531474989,29.42774225,2.048146425,33.74006544,13,7,3,2
ac0515,control,40,3.109090909,11.61818182,75,-1,11.7650504,0.332281828,1,15.06333067,998.5831092,3.877331401,3.886747134,-63.06855566,4.327070716,3.838884479,34.14644658,2.246373263,36.2346242,13,8,4,2
ac0515,control,41,0,12,90,-1,12.16937772,0.142777103,1,14.21861312,1160.892593,2.829759041,2.829759041,-56.42569009,4.263275667,2.366625836,24.28407777,1.655663554,18.06962923,13,8,4,2
ac0515,control,42,-3.109090909,11.61818182,105,-1,12.32426368,-0.108873035,1,13.23563195,740,1.754727354,1.76001662,-53.17535757,4.394872672,1.752236539,13.90691831,0.971271963,20.27102436,14,8,4,2
ac0515,control,43,6,10.41818182,60,-1,11.39024948,-0.202474621,1,16.25185502,1044.866088,4.469367744,4.476548423,-75.3559423,4.532516745,4.101071759,39.42858874,2.614651988,30.16131786,14,8,4,2
ac0515,control,44,-6,10.41818182,120,-1,11.90478465,0.07345219,1,12.27062886,1040,1.393461165,1.393461165,-41.78229378,4.233826106,1.368543692,11.30986114,0.83204282,15.87276222,14,8,4,2
ac0515,control,45,-6,10.41818182,120,-1,11.80207552,0.14219383,1,11.92108445,695.6379686,1.065911805,1.155868186,-49.68031708,6.347935003,1.038516067,9.889733812,0.714574226,14.73372208,15,9,4,2
ac0515,control,46,3.109090909,11.61818182,75,-1,11.70105722,0.115563641,1,14.74861929,1144,3.970911388,3.976997897,-59.23681651,3.872436736,3.860660083,31.20170001,2.118561991,36.82500404,15,9,4,2
ac0515,control,47,0,12,90,-1,11.77995081,0.350135321,1,15.26364427,774.4667787,4.324813263,4.330389229,-46.65938524,4.588775985,3.615446826,35.15114907,2.350494814,26.60960148,15,9,4,2
ac0515,control,48,6,10.41818182,60,-1,11.52789933,0.264981307,1,17.99743379,871.6057001,5.408329961,5.495704309,-60.26711364,3.207200198,5.157244182,49.11668215,3.067824599,44.36594284,16,9,4,2
ac0515,control,49,-3.109090909,11.61818182,105,-1,11.79440909,0.269161019,1,12.84954194,863.2152333,1.885674424,1.917534933,-47.3217163,3.655731799,1.853447602,14.36137178,1.018803543,22.09842608,16,9,4,2
ac0515,nocur_1,3,-3.109090909,11.61818182,105,-1,12.14621553,-1.282067822,2,12.29479233,1571.694045,0.109732651,-1.282067822,-81.02542243,12.14621553,0.154062398,4.364565643,0.660742347,2.509040375,0,0,0,2
ac0515,nocur_1,4,0,12,90,-1,12.55122051,-3.22032241,2,16.85634674,1463.283923,3.305767842,3.371054443,-55.99027148,4.995963713,3.091402932,27.20624449,2.156855204,25.00751354,0,0,0,2
ac0515,nocur_1,7,6,10.41818182,60,1,10.64812942,0.06836039,2,10.54239511,2447.676962,-0.692751636,-0.707926226,48.55462027,3.496627367,-0.683776225,4.104820526,0.407634742,-13.48795026,0,0,0,2
ac0515,nocur_1,8,3.109090909,11.61818182,75,1,12.66572014,3.221134246,2,15.15781528,2035.188249,-2.023362969,3.221134246,89.26891382,12.66572014,-2.081907297,18.35991493,1.664872968,-25.15849598,1,0,0,2
ac0515,nocur_1,9,-6,10.41818182,120,-1,12.40665684,1.795973921,2,12.84895498,2262.50191,1.549684655,1.967768032,-46.19786521,8.010027983,1.884323934,18.53867927,1.537878557,17.43428595,1,0,0,2
ac0515,nocur_1,10,6,10.41818182,60,-1,11.86101757,-1.259259976,2,23.55391909,1819.136591,7.575655832,7.576312054,-59.35627855,4.261418782,6.367436748,74.2426566,4.309576769,39.98273917,1,1,0,2
ac0515,nocur_1,12,-6,10.41818182,120,-1,16.96241139,-1.546974334,2,17.03606029,2061.032614,0.353202891,-1.546974334,-65.21096781,16.96241139,0.54810326,6.694599903,0.583509239,4.010726795,2,1,0,2
ac0515,nocur_1,14,0,12,90,1,15.33593928,0.853198226,2,20.64294663,1724,-5.341422088,-5.755129769,46.89462008,6.148908403,-3.542759561,58.85456397,3.195224027,-64.20498045,2,1,0,2
ac0515,nocur_1,15,-6,10.41818182,120,1,13.01952162,-1.253476389,2,25.310042,1661.915428,-9.771057973,-9.933265693,58.01441831,5.284817857,-4.92920015,107.3506436,6.763554393,-88.01709573,2,1,0,2
ac0515,nocur_1,16,3.109090909,11.61818182,75,-1,14.59022515,-4.422560914,2,24.95335574,2167.549919,6.319061038,6.326345048,-49.70787353,4.381855303,3.336484116,65.32942208,3.884213118,17.33468065,3,1,0,2
ac0515,nocur_1,17,3.109090909,11.61818182,75,1,15.87106951,2.377459604,2,21.0002495,1724,-4.084873152,-4.758868793,40.01023036,6.798952431,-3.874325141,49.40268102,2.65514475,-46.41150881,3,2,1,2
ac0515,nocur_1,18,-3.109090909,11.61818182,105,1,15.13804144,0.839353106,2,25.63950699,1811.654542,-8.086270257,-8.565445279,51.56375699,6.352858449,-5.350623306,97.29334341,5.560142304,-74.08465605,3,2,1,2
ac0515,nocur_1,19,0,12,90,-1,13.20231573,-6.789893526,2,23.76680403,1415.480961,4.916022182,-6.789893526,62.78343832,13.20231573,1.663392421,44.1953674,3.699592435,8.79074274,4,2,1,2
ac0515,nocur_1,20,-6,10.41818182,120,1,9.888726106,1.541625532,2,23.95179549,1583.110393,-8.358389493,-8.391242825,53.25740367,3.606446952,-4.35557129,72.59957748,5.19364133,77.93635043,4,2,1,2
ac0515,nocur_1,22,6,10.41818182,60,1,17.14868382,-0.713445195,2,17.44938989,1664,-1.52933487,-1.770389635,46.4426151,7.341802011,-1.727200125,22.90107384,1.233477399,-15.40448634,4,2,1,2
ac0515,nocur_1,23,3.109090909,11.61818182,75,1,14.69490871,1.359412634,2,20.62429513,1103.389741,-4.452920406,-5.453833684,38.86300332,7.468937468,-3.812210208,57.45788645,3.398452182,-49.65614513,5,3,1,2
ac0515,nocur_1,24,6,10.41818182,60,-1,16.98275311,-2.358460805,2,29.54903044,1611.405275,8.574009209,8.642920332,-59.63394535,4.916637428,5.420831558,110.1642931,5.140660665,23.9077811,5,3,1,2
ac0515,nocur_1,25,-6,10.41818182,120,-1,16.32441197,1.294380101,2,16.86849235,940,1.621439969,1.984330804,-44.86861114,7.338270324,1.972746664,23.97369802,1.373676003,14.02511815,5,3,1,2
ac0515,nocur_1,27,0,12,90,1,14.624823,2.741727628,2,27.41238036,1662.911416,-7.261841465,-7.957169287,42.92589573,7.400962719,-7.611064144,96.77024032,4.891383997,-55.67023543,6,3,1,2
ac0515,nocur_1,28,-3.109090909,11.61818182,105,1,13.50600816,-0.253175547,2,27.60970496,1622.727751,-9.309922902,-10.1592628,50.10130116,7.140394158,-8.608061999,117.8649998,6.381138364,-70.23507377,6,3,1,2
ac0515,train_CCW,0,0,12,90,-1,11.91676702,-0.048953596,3,22.4813416,3226.382329,6.994704071,7.113911244,-36.85205518,5.375786752,6.637543029,72.61954532,3.915763746,40.88025725,0,0,0,2
ac0515,train_CCW,1,6,10.41818182,60,-1,12.30271356,0.088437999,3,21.34040117,2229.809971,6.586211975,6.707078646,-68.5739865,5.386225367,6.320860187,69.34148368,3.598859049,62.92228907,0,0,0,2
ac0515,train_CCW,2,-3.109090909,11.61818182,105,-1,11.9277577,0.0570024,3,14.62539832,1636.510453,2.558341425,3.11930935,-51.40891115,7.235739829,2.705822602,27.30325041,2.012155427,31.75957612,0,0,0,2
ac0515,train_CCW,3,3.109090909,11.61818182,75,-1,11.88231156,0.166642089,3,23.22162912,2265.023659,7.406815656,7.458602449,-48.46229041,4.965173285,7.452186483,79.36180548,4.007719618,57.9798616,1,0,0,2
ac0515,train_CCW,4,-6,10.41818182,120,-1,12.52503482,2.306771538,3,13.84104531,893.1671606,2.172714628,3.654167188,-40.48695036,10.42772006,2.780993975,31.53026126,2.573887225,25.5633456,1,0,0,2
ac0515,train_CCW,5,3.109090909,11.61818182,75,-1,11.98660155,0.353786859,3,18.39769871,1300,5.352538486,5.430195251,-46.06567909,3.322042535,5.205323202,50.30716455,2.991982402,46.12142676,1,1,0,2
ac0515,train_CCW,6,6,10.41818182,60,-1,11.95571649,1.966800551,3,18.23115699,751.0666839,5.949133837,5.950548324,-61.23885444,3.658493008,5.794238315,60.99702838,3.966443456,46.7641323,2,1,0,2
ac0515,train_CCW,7,0,12,90,-1,12.1133905,-0.024606974,3,15.00549363,1841.054374,2.823555449,2.866652603,-63.60185636,5.865141984,2.865043914,27.58456046,1.737849646,27.99000828,2,1,0,2
ac0515,train_CCW,8,-3.109090909,11.61818182,105,-1,11.93009375,0.071945924,3,13.05395849,1487.474613,1.800006917,1.811268588,-53.8108981,4.783876597,1.811268588,16.95030104,1.207441397,20.73763899,2,1,0,2
ac0515,train_CCW,9,-6,10.41818182,120,-1,12.03566059,0.147853767,3,13.0402949,860,1.723199469,1.77894627,-40.42626668,5.161071604,1.764162095,16.35230702,1.151115506,17.20949915,3,1,0,2
ac0515,train_CCW,10,3.109090909,11.61818182,75,-1,12.15597524,0.317920428,3,21.74944973,2244,6.16522583,6.569905718,-62.47284608,7.221716926,6.244385947,72.84490443,3.959997122,53.83478115,3,2,1,2
ac0515,train_CCW,11,-6,10.41818182,120,-1,12.21730819,0.321652127,3,12.92629972,1244,1.515419204,1.601166392,-44.49044816,5.931246658,1.427175145,16.51395813,1.188588995,23.24087869,3,2,1,2
ac0515,train_CCW,12,-3.109090909,11.61818182,105,-1,11.76176685,0.071609475,3,12.540375,1120,1.661496277,1.858047202,-58.76102268,6.486220676,1.71216664,15.02114329,1.113879095,21.62718858,4,2,1,2
ac0515,train_CCW,13,0,12,90,-1,11.85073088,0.179260898,3,13.93894081,1123.031012,3.122180368,3.179904607,-57.91701966,5.157401809,3.151331646,26.05886479,1.794821678,35.44883772,4,2,1,2
ac0515,train_CCW,14,6,10.41818182,60,-1,11.86279201,-0.071052927,3,17.92780596,1404,4.8493311,4.87241362,-74.69636703,4.867459113,4.513891948,45.65556824,2.853742633,59.3691969,4,2,1,2
ac0515,train_CCW,15,-3.109090909,11.61818182,105,-1,12.15786444,0.168653246,3,13.4681505,1427.381125,1.982101905,1.982101905,-49.2988757,4.201086005,1.87982412,18.87405849,1.284675788,16.9351432,5,3,1,2
ac0515,train_CCW,16,6,10.41818182,60,-1,12.02480987,-0.104954366,3,17.19754635,2034.853836,4.492422432,4.504753692,-68.91970428,3.661849256,4.504197597,37.88234186,2.511759572,52.77778926,5,3,1,2
ac0515,train_CCW,17,0,12,90,-1,11.9770033,-0.022890097,3,14.23965133,1649.905972,2.867432815,2.878665119,-50.41595551,3.535621696,2.482698296,25.42583245,1.68548043,19.87941228,5,3,1,2
ac0515,train_CCW,18,3.109090909,11.61818182,75,-1,11.99171554,0.090843997,3,15.71209337,1244,4.006279968,4.110585645,-52.79181749,3.229637455,3.948133794,32.5932775,2.268199625,42.12239904,6,3,1,2
ac0515,train_CCW,19,-6,10.41818182,120,-1,11.87707706,0.251223149,3,12.64658885,1326.661106,1.301520499,1.90101958,-47.24391696,8.518980214,1.610202224,14.77492783,1.137467051,15.15249264,6,3,1,2
ac0515,train_CCW,20,6,10.41818182,60,-1,11.89072272,0.077462382,3,16.48414769,1280,4.018821622,4.029558117,-73.18927571,3.841170716,4.029163561,38.59591679,2.421153117,48.78177326,6,4,2,2
ac0515,train_CCW,21,-3.109090909,11.61818182,105,-1,11.86452066,0.130456523,3,13.07810041,1000,2.271835084,2.291853517,-48.41397316,4.634011714,2.287089288,18.5544614,1.316674616,24.87116392,7,4,2,2
ac0515,train_CCW,22,3.109090909,11.61818182,75,-1,12.22185291,0.332761379,3,15.50792037,760,3.723434667,3.750605415,-58.04484305,3.561033644,3.748131629,33.43321057,2.32850899,43.80733888,7,4,2,2
ac0515,train_CCW,23,0,12,90,-1,11.89966523,0.096510176,3,14.55764983,1634.36637,2.995322056,3.020298673,-58.73701788,5.030054107,3.016354698,28.62726623,1.916930294,29.47427072,7,4,2,2
ac0515,train_CCW,24,-6,10.41818182,120,-1,12.15127101,-0.031065349,3,13.44891266,1293.971802,1.999370779,2.044021412,-36.58466657,4.772991053,2.041736175,18.84455987,1.315015115,22.11000984,8,4,2,2
ac0515,train_CCW,25,-6,10.41818182,120,-1,12.06766762,0.063688344,3,13.08629319,1272.611054,2.151582321,2.316454852,-38.83763291,6.053096667,2.267711742,20.05117086,1.479298317,23.78453966,8,5,2,2
ac0515,train_CCW,26,6,10.41818182,60,-1,12.03212208,0.378071022,3,17.99697123,1484,5.565414867,5.570062972,-64.85437062,3.924617907,4.371008077,51.87106374,3.284858778,28.81677075,8,5,2,2
ac0515,train_CCW,27,0,12,90,-1,11.62465566,-0.085598129,3,18.50064152,1139.614648,5.995344239,6.006577488,-35.75294699,4.378482197,5.102917029,53.34027405,3.655525153,32.98036665,9,5,2,2
ac0515,train_CCW,28,-3.109090909,11.61818182,105,-1,11.85420665,0.05668694,3,13.51177232,1379.668502,2.18712681,2.191032277,-44.55689548,3.80017161,2.065576228,18.68623741,1.263607588,20.83208319,9,5,2,2
ac0515,train_CCW,29,3.109090909,11.61818182,75,-1,13.6368303,1.016193617,3,19.0937417,784,5.463852138,5.47103647,-49.79763566,3.860066999,4.42908775,56.66877887,3.449528472,28.69707973,9,5,2,2
ac0515,train_CCW,30,-3.109090909,11.61818182,105,-1,12.08305758,0.211490528,3,15.39627838,1444.910357,3.896628466,3.907795065,-33.18999999,4.414668671,3.450816078,34.67917531,2.338732612,26.2097929,10,6,3,2
ac0515,train_CCW,31,-6,10.41818182,120,-1,12.26827824,0.32940109,3,13.72161615,841,1.474135633,2.34298266,-45.99578552,9.554477372,1.474135633,19.69889326,1.589036935,19.88398993,10,6,3,2
ac0515,train_CCW,32,0,12,90,-1,12.29370858,0.702000866,3,14.86988447,883,3.500566946,3.551860935,-54.99516055,5.152392358,3.498926654,34.18911448,2.304488056,29.59687723,10,6,3,2
ac0515,train_CCW,33,6,10.41818182,60,-1,12.0354795,0.301695724,3,18.91482657,1800,5.550242321,5.552482129,-64.79753517,3.901943611,5.018135682,51.44577729,3.13703584,69.4031553,11,6,3,2
ac0515,train_CCW,34,3.109090909,11.61818182,75,-1,11.93823028,0.314985656,3,17.81929041,978.138288,4.2517395,4.323726941,-49.79021926,3.05211617,3.823888237,45.00382458,2.670062396,29.29257638,11,6,3,2
ac0515,train_CCW,35,-6,10.41818182,120,-1,12.12543851,0.013657752,3,13.23872009,1204,1.711356633,1.874227648,-41.43100915,5.71464847,1.840144957,15.55666446,1.131626913,16.58539576,11,7,3,2
ac0515,train_CCW,36,0,12,90,-1,11.7135223,0.019825143,3,13.76468037,848.6239378,2.612956896,2.675343792,-50.52831029,3.31583583,2.483577471,22.67390346,1.632978951,24.6601941,12,7,3,2
ac0515,train_CCW,37,6,10.41818182,60,-1,11.98353984,-0.053156133,3,18.59185903,1297.057938,5.285616865,5.312984608,-61.52915829,3.296044145,5.240549773,48.01201049,3.182800963,49.10160523,12,7,3,2
ac0515,train_CCW,38,-3.109090909,11.61818182,105,-1,11.78414602,0.056253073,3,13.38727404,800.2947143,2.055732255,2.110600672,-41.79893186,3.304306811,2.080941612,18.9145459,1.324510915,27.94338806,12,7,3,2
ac0515,train_CCW,39,3.109090909,11.61818182,75,-1,11.53215091,0.209975855,3,17.80016997,960,5.816185353,5.816185353,-49.55757331,4.059278242,5.746100642,48.41964988,3.228522275,50.03390293,13,7,3,2
ac0515,train_CCW,40,3.109090909,11.61818182,75,-1,11.70667888,0.267079552,3,16.31854295,878.158902,4.832199653,4.848433338,-54.09124828,3.986948537,4.73443566,41.01314255,2.627876823,42.27133217,13,8,4,2
ac0515,train_CCW,41,0,12,90,-1,12.03838917,0.08816405,3,16.15115185,1120,3.900688083,3.900688083,-47.1892719,4.2796949,3.877234104,32.97084626,2.071978745,39.09916734,13,8,4,2
ac0515,train_CCW,42,-6,10.41818182,120,-1,12.10720196,0.983694914,3,12.68475202,507.2565296,1.804257604,1.83483122,-39.76091425,5.085047644,1.798504565,18.05149142,1.365796262,14.88086333,14,8,4,2
ac0515,train_CCW,43,6,10.41818182,60,-1,11.81838552,0.10867443,3,17.26289994,1424,4.605254868,4.772930988,-61.32868974,2.94749525,4.39960542,42.75229005,2.820373858,41.4397468,14,8,4,2
ac0515,train_CCW,44,-3.109090909,11.61818182,105,-1,11.89819288,-0.055485805,3,13.20859503,1320,1.66160753,1.962559579,-60.64062266,7.772291321,1.955383579,17.00919077,1.233891716,14.59907704,14,8,4,2
ac0515,train_CCW,45,3.109090909,11.61818182,75,-1,11.9622829,-0.15394328,3,15.57020969,940,4.077214171,4.106977436,-56.27152072,3.651664315,3.073770594,32.48446971,2.298620277,24.05100424,15,9,4,2
ac0515,train_CCW,46,-3.109090909,11.61818182,105,-1,11.92507485,-0.022667229,3,14.07274713,880.8248224,2.576781085,2.767694295,-51.53907273,6.45917985,2.576781085,22.46516326,1.533943499,30.33296587,15,9,4,2
ac0515,train_CCW,47,0,12,90,-1,11.6188797,0.104525321,3,13.70038092,760,3.177098156,3.20165962,-57.07780092,5.032848654,3.197867884,25.87855756,1.899602997,34.39301455,15,9,4,2
ac0515,train_CCW,48,6,10.41818182,60,-1,12.1562025,-0.28093617,3,19.22225697,1119,5.914346709,5.949301665,-60.33560133,3.513638617,5.791066738,50.9582987,3.259229964,65.26160961,16,9,4,2
ac0515,train_CCW,49,-6,10.41818182,120,-1,11.78376486,-0.111519419,3,12.81901374,800,2.233948396,2.285437781,-33.99661464,4.734529311,1.563524964,17.09311915,1.228290137,34.61223579,16,9,4,2
ac0515,train_CCW,50,6,10.41818182,60,-1,11.83274711,0.008241103,3,21.28786883,1320,6.849358837,6.865898604,-59.38181025,3.923488318,5.585878046,65.65940883,3.716403877,36.11385352,16,10,5,2
ac0515,train_CCW,51,3.109090909,11.61818182,75,-1,11.8040002,0.227304462,3,18.45863483,684.2605625,5.909924812,6.009692357,-53.52254046,4.843588024,5.651771835,56.43947061,3.491696294,61.03792666,17,10,5,2
ac0515,train_CCW,52,-3.109090909,11.61818182,105,-1,11.88179481,-0.131484066,3,13.96455102,760,2.146412424,2.545713194,-57.70146897,8.27583739,2.523041332,22.55636171,1.560585913,19.47394221,17,10,5,2
ac0515,train_CCW,53,0,12,90,-1,11.97270448,0.312374316,3,14.36347512,857.7576194,3.40811022,3.580237626,-56.1097797,5.40930467,3.40811022,29.645392,1.971903388,39.89174469,17,10,5,2
ac0515,train_CCW,54,-6,10.41818182,120,-1,12.18308096,-0.152049581,3,13.58764696,918.1407075,2.048925305,2.129058807,-36.74099596,5.034869182,2.002867509,16.30843181,1.190955113,27.00058485,18,10,5,2
ac0515,train_CCW,55,-3.109090909,11.61818182,105,-1,11.80278322,0.063298459,3,13.85995935,960,2.953823056,3.027350209,-44.53664902,5.236695225,2.949467896,25.83663141,1.778011467,24.04683196,18,11,5,2
ac0515,train_CCW,56,3.109090909,11.61818182,75,-1,11.84392204,0.20210496,3,17.44932777,960.3145333,5.296175029,5.319090895,-57.43943706,4.905469184,5.220847477,44.37280276,3.014276882,55.4125388,18,11,5,2
ac0515,train_CCW,57,-6,10.41818182,120,-1,11.78877932,0.307709174,3,12.76613086,565.8078135,2.168856754,2.196293876,-34.90228952,4.795915534,2.088545831,18.09159516,1.234709749,19.06272228,19,11,5,2
ac0515,train_CCW,58,6,10.41818182,60,-1,12.28181285,0.269417663,3,19.31258781,1140,5.604105253,5.6308417,-71.1145033,4.942609001,5.510660969,58.45986938,3.260952467,39.97817833,19,11,5,2
ac0515,train_CCW,59,0,12,90,-1,12.49819252,0.171085113,3,15.81173329,960,3.091151891,3.240524804,-60.70185372,5.855286526,3.093123434,31.26930395,1.85722196,22.27250113,19,11,5,2
ac0515,train_CCW,60,-6,10.41818182,120,-1,11.96967754,-0.245148453,3,12.7641575,1183.58458,1.620360358,1.843521544,-43.97968133,6.519387119,1.815777665,15.39033781,1.199090388,18.1817005,20,12,6,2
ac0515,train_CCW,61,-3.109090909,11.61818182,105,-1,11.79256307,-0.184100879,3,14.75204057,1242.326042,3.231451159,3.27531769,-40.50477641,4.840449194,3.270848895,27.89033537,2.036977011,32.55479496,20,12,6,2
ac0515,train_CCW,62,0,12,90,-1,12.30705321,0.340470654,3,24.84081781,1148.584644,7.084355081,8.054064473,-46.3838321,8.496111839,8.053064365,92.11122226,4.80760619,44.73305116,20,12,6,2
ac0515,train_CCW,63,3.109090909,11.61818182,75,-1,12.02980655,0.144680681,3,13.51822613,2824,2.40081179,2.427277604,-75.34650779,4.323388636,1.520779192,19.64946573,1.875481007,9.155794622,21,12,6,2
